"","Name","ID","Gender","Age","Country","Genres","Popularity","Followers","URI","spotify_id","name","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","is_single","days_since_release"
"241","Noah Kahan","2RQXRUsr4IW1f3mKyKsy4B","male",23,"US","['pov: indie']",83,1747686,"spotify:artist:2RQXRUsr4IW1f3mKyKsy4B","0mflMxspEfB0VbI1kyLiAv","Stick Season",13,-2,37,"","2024-01-01",92,"False",182346,"Stick Season","2022-10-14",0.662,0.488,9,-6.894,1,0.0682,0.782,0,0.102,0.817,117.913,4,TRUE,444
"242","TOQUEL","7AWAljMatr7bxddF4kWzXG","",0,"","['greek hip hop', 'greek trap']",66,506380,"spotify:artist:7AWAljMatr7bxddF4kWzXG","5p3F8ZyKGGGp4IZYRBr4pI","Zurbaran",13,0,1,"GR","2024-01-01",67,"True",165944,"1111","2023-11-09",0.766,0.572,4,-9.664,0,0.217,0.107,0.00000114,0.289,0.288,143.971,4,FALSE,53
"243","MEYOU","4G5OlxtrOm9ADmu3VZgFbG","",0,"","['thai hip hop', 'thai indie pop', 'thai pop']",54,468410,"spotify:artist:4G5OlxtrOm9ADmu3VZgFbG","4bnxMt1viexb85sAtVz1dA","วันนี้ปีที่แล้ว",13,0,-1,"TH","2024-01-01",67,"False",233450,"วันนี้ปีที่แล้ว - Single","2023-08-10",0.519,0.727,8,-5.231,1,0.0282,0.227,0.0000895,0.346,0.328,142.045,4,FALSE,144
"244","Tate McRae","45dkTj5sMRSjrmBSBeiHym","female",17,"CA","['alt z', 'pop']",84,4297648,"spotify:artist:45dkTj5sMRSjrmBSBeiHym","3rUGC1vUpkDG9CZFHMur1t","greedy",13,-3,17,"PT","2024-01-01",97,"True",131872,"greedy","2023-09-15",0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,1,TRUE,108
"245","V","3JsHnjpbhX4SnySpvpa9DK","mixed",0,"","['j-division', 'korean ost']",81,16408001,"spotify:artist:3JsHnjpbhX4SnySpvpa9DK","5h1BN75CEh8wdSwE1xrbSe","Slow Dancing",13,10,2,"VN","2024-01-01",90,"False",187026,"Layover","2023-09-08",0.579,0.63,8,-7.758,1,0.058,0.257,0.00462,0.0986,0.552,155.96,4,FALSE,115
"246","V","3JsHnjpbhX4SnySpvpa9DK","mixed",0,"","['j-division', 'korean ost']",81,16408001,"spotify:artist:3JsHnjpbhX4SnySpvpa9DK","2N0SPREDYqILVEFSsWF5N5","Love Me Again",13,8,1,"BY","2024-01-01",89,"False",182293,"Layover","2023-08-11",0.633,0.607,0,-6.182,0,0.0532,0.183,0.00000138,0.167,0.363,74.029,4,FALSE,143
"247","CA$HANOVA BULHAR","3aBiDlzy0xIlHfbHAWYton","male",0,"CZ","['czech drill', 'czech hip hop', 'czsk hip hop']",52,135483,"spotify:artist:3aBiDlzy0xIlHfbHAWYton","7Czz5Jyrsz3O5UjDmE3Wez","Swagged to Death",13,-2,37,"CZ","2024-01-01",52,"True",133935,"FLEX SYMBOL","2023-12-24",0.572,0.876,2,-7.302,1,0.33,0.253,0.000177,0.312,0.333,155.027,4,FALSE,8
"248","KUUMAA","3YC5DVJDjyazvB8hxJSybr","mixed",4,"FI","['finnish dance pop', 'finnish pop']",54,52427,"spotify:artist:3YC5DVJDjyazvB8hxJSybr","1osPz2rgtdywUR6ut6eIMU","Satama",13,-1,32,"FI","2024-01-01",62,"False",160011,"Satama","2023-11-30",0.783,0.633,0,-6.052,0,0.0366,0.0718,0.0000258,0.059,0.886,125.011,4,TRUE,32
"249","B.Baby","0uuwZ3aC3dhl9e7J66Ag13","",0,"","['swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",52,25230,"spotify:artist:0uuwZ3aC3dhl9e7J66Ag13","2ovn0uhOcqZOaOFbJiAh2d","Hjärta",13,0,37,"SE","2024-01-01",68,"True",158918,"Hjärta","2023-10-20",0.688,0.667,1,-9.735,1,0.0604,0.1,0.0494,0.121,0.384,148.109,4,TRUE,73
"250","Yamê","0wiCfDEHaEcPkKZOi7Nivl","male",0,"US","[]",62,102111,"spotify:artist:0wiCfDEHaEcPkKZOi7Nivl","3oUEzTAoOxqZHN4xiqTGqJ","Bécane - A COLORS SHOW",13,-2,19,"LU","2024-01-01",83,"True",182440,"Bécane - A COLORS SHOW","2023-06-01",0.504,0.527,10,-7.765,1,0.0976,0.333,0,0.0976,0.234,117.866,4,TRUE,214
"251","David Kushner","33NVpKoXjItPwUJTMZIOiY","mixed",12,"US","['gen z singer-songwriter']",75,1703549,"spotify:artist:33NVpKoXjItPwUJTMZIOiY","1odExI7RdWc4BT515LTAwj","Daylight",13,1,37,"SK","2024-01-01",92,"False",212953,"Daylight","2023-04-14",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4,TRUE,262
"252","KAROL G","790FomKkXshlbRYZFtlgla","female",29,"CO","['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",88,42614177,"spotify:artist:790FomKkXshlbRYZFtlgla","505v13epFXodT9fVAJ6h8k","AMARGURA",14,2,0,"PA","2024-01-01",88,"True",170480,"MAÑANA SERÁ BONITO","2023-02-24",0.92,0.696,6,-3.356,0,0.0742,0.183,0,0.149,0.545,106.966,4,FALSE,311
"253","KAROL G","790FomKkXshlbRYZFtlgla","female",29,"CO","['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",88,42614177,"spotify:artist:790FomKkXshlbRYZFtlgla","54zcJnb3tp9c5OVKREZ1Is","MI EX TENÍA RAZÓN",14,0,-1,"CO","2024-01-01",86,"False",154374,"MAÑANA SERÁ BONITO (BICHOTA SEASON)","2023-08-10",0.634,0.725,5,-4.945,0,0.0587,0.0776,0,0.211,0.795,159.845,4,FALSE,144
"254","Zara Larsson","1Xylc3o4UrD53lo9CvFvVg","female",22,"SE","['pop', 'scandipop', 'swedish electropop', 'swedish pop']",75,10492535,"spotify:artist:1Xylc3o4UrD53lo9CvFvVg","7hHrs2q5c5rtzHLJ2DKHTT","Memory Lane",14,0,36,"SE","2024-01-01",69,"True",192133,"Memory Lane & Winter Song","2023-11-24",0.64,0.66,6,-4.732,1,0.0615,0.489,0.000516,0.142,0.534,95.902,4,FALSE,38
"255","Gunna","2hlmm7s2ICUX0LVIhVFlZQ","male",27,"US","['atl hip hop', 'melodic rap', 'rap', 'trap']",83,6377463,"spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ","4rXLjWdF2ZZpXCVTfWcshS","fukumean",14,1,36,"US","2024-01-01",90,"True",125040,"a Gift & a Curse","2023-06-16",0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,4,FALSE,199
"256","Myke Towers","7iK8PXO48WeuP03g8YR51W","male",26,"PR","['reggaeton', 'trap latino', 'urbano latino']",85,13527025,"spotify:artist:7iK8PXO48WeuP03g8YR51W","7ABLbnD53cQK00mhcaOUVG","LALA",14,0,-3,"SV","2024-01-01",92,"True",197920,"LA VIDA ES UNA","2023-03-23",0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,4,FALSE,284
"257","Myke Towers","7iK8PXO48WeuP03g8YR51W","male",26,"PR","['reggaeton', 'trap latino', 'urbano latino']",85,13527025,"spotify:artist:7iK8PXO48WeuP03g8YR51W","7ABLbnD53cQK00mhcaOUVG","LALA",14,-1,-2,"NI","2024-01-01",92,"True",197920,"LA VIDA ES UNA","2023-03-23",0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,4,FALSE,284
"258","Doja Cat","5cj0lLjcoR7YOSnhnX0Po5","female",24,"US","['dance pop', 'pop']",86,27692820,"spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","56y1jOTK0XSvJzVv9vHQBK","Paint The Town Red",14,1,36,"SK","2024-01-01",86,"True",230480,"Scarlet","2023-09-20",0.864,0.556,2,-7.683,0,0.194,0.255,0.00000385,0.112,0.726,99.974,4,FALSE,103
"259","Doja Cat","5cj0lLjcoR7YOSnhnX0Po5","female",24,"US","['dance pop', 'pop']",86,27692820,"spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","56y1jOTK0XSvJzVv9vHQBK","Paint The Town Red",14,1,36,"CH","2024-01-01",86,"True",230480,"Scarlet","2023-09-20",0.864,0.556,2,-7.683,0,0.194,0.255,0.00000385,0.112,0.726,99.974,4,FALSE,103
"260","Jhayco","6nVcHLIgY5pE2YCl8ubca1","male",0,"PR","['reggaeton', 'trap latino', 'urbano latino']",81,7129334,"spotify:artist:6nVcHLIgY5pE2YCl8ubca1","6irysuQyZWd7Bjj7ePiOs2","Holanda",14,0,9,"VE","2024-01-01",86,"True",231693,"Holanda","2023-07-28",0.831,0.759,1,-3.627,0,0.0502,0.277,0,0.125,0.244,107.961,4,TRUE,157
"261","Simone Mendes","2eK9gcJQ6uqVvJL63dnOM3","mixed",8,"BR","['sertanejo']",76,709377,"spotify:artist:2eK9gcJQ6uqVvJL63dnOM3","6vq7r1Pqd3pyI07u63cPZV","Erro Gostoso - Ao Vivo",14,3,-1,"BR","2024-01-01",74,"False",178811,"Cintilante (Ao Vivo / Vol.2)","2023-10-20",0.588,0.893,6,-2.743,1,0.0866,0.176,0,0.803,0.626,153.778,4,FALSE,73
"262","Jack Harlow","2LIk90788K0zvyj2JJVwkJ","mixed",7,"US","['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",83,3234628,"spotify:artist:2LIk90788K0zvyj2JJVwkJ","4xhsWYTOGcal8zt0J161CU","Lovin On Me",14,6,36,"LU","2024-01-01",95,"True",138411,"Lovin On Me","2023-11-10",0.943,0.558,2,-4.911,1,0.0568,0.0026,0.00000219,0.0937,0.606,104.983,4,TRUE,52
"263","PEDRO SAMPAIO","5wbf52LA6kcaboHSN6NEF1","male",0,"BR","['funk carioca', 'funk rj']",65,2338011,"spotify:artist:5wbf52LA6kcaboHSN6NEF1","0oQCRjrWGvkqkdf82UlXI3","POCPOC",14,4,15,"PT","2024-01-01",80,"False",127384,"POCPOC","2023-11-23",0.837,0.636,10,-4.206,0,0.0521,0.239,0,0.0683,0.857,129.891,4,TRUE,39
"264","Brenda Lee","4cPHsZM98sKzmV26wlwD2W","female",75,"","['adult standards', 'easy listening', 'lounge', 'rockabilly']",76,355496,"spotify:artist:4cPHsZM98sKzmV26wlwD2W","2EjXfH91m7f8HiJN1yQg97","Rockin' Around The Christmas Tree",14,2,-13,"LV","2024-01-01",98,"False",126266,"Merry Christmas From Brenda Lee","1964-10-19",0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,4,FALSE,21623
"265","Geolier","27LlKWxS3KXW7RRAxN5S8s","male",0,"","['italian hip hop', 'italian pop', 'rap napoletano', 'trap italiana']",75,1661524,"spotify:artist:27LlKWxS3KXW7RRAxN5S8s","5x9LonDyHxGUO2VzfHJHLE","COME VUOI",14,0,7,"IT","2024-01-01",74,"True",172615,"IL CORAGGIO DEI BAMBINI","2023-01-06",0.756,0.631,8,-5.297,0,0.0502,0.13,0,0.0649,0.896,130.052,4,FALSE,360
"266","Plan B","2jSGzJw0ebJLu7OLVSOcBP","male",36,"GB","['reggaeton', 'trap latino', 'urbano latino']",77,3720140,"spotify:artist:2jSGzJw0ebJLu7OLVSOcBP","7JwdbqIpiuWvGbRryKSuBz","Es un Secreto",14,-1,-2,"PY","2024-01-01",70,"False",190560,"House Of Pleasure","2010-07-20",0.841,0.783,6,-4.915,0,0.0432,0.106,0.00000249,0.0528,0.514,94.989,4,FALSE,4913
"267","Pashanim","34LetYSjEuG2fBb4Z8PwPg","male",0,"DE","['german alternative rap', 'german drill', 'german hip hop']",68,595226,"spotify:artist:34LetYSjEuG2fBb4Z8PwPg","5422qkk67RSNZizub4XkDX","Airberlin",14,-3,14,"DE","2024-01-01",71,"False",165493,"Tage vor 2000","2023-12-21",0.51,0.575,2,-8.728,1,0.258,0.0776,0.00369,0.104,0.295,139.42,4,FALSE,11
"268","NIKI","2kxP07DLgs4xlWz8YHlvfh","mixed",0,"IT","['indonesian r&b']",75,3225543,"spotify:artist:2kxP07DLgs4xlWz8YHlvfh","0x7PmByJWVXdeipevd6KZS","Take A Chance With Me",14,0,-2,"ID","2024-01-01",77,"False",303933,"Nicole","2022-08-11",0.599,0.42,10,-11.637,1,0.0645,0.843,0.000262,0.103,0.506,93.981,4,FALSE,508
"269","Junior H","7Gi6gjaWy3DxyilpF1a8Is","male",0,"","['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",88,12123673,"spotify:artist:7Gi6gjaWy3DxyilpF1a8Is","6RcAHyC5sAUIbPTkhOQwd8","Y LLORO",14,-1,1,"MX","2024-01-01",88,"True",179013,"$AD BOYZ 4 LIFE II","2023-10-05",0.728,0.589,7,-7.115,1,0.0376,0.424,0.00000778,0.166,0.767,77.475,4,FALSE,88
"270","Tate McRae","45dkTj5sMRSjrmBSBeiHym","female",17,"CA","['alt z', 'pop']",84,4297648,"spotify:artist:45dkTj5sMRSjrmBSBeiHym","3rUGC1vUpkDG9CZFHMur1t","greedy",14,1,9,"TW","2024-01-01",97,"True",131872,"greedy","2023-09-15",0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,1,TRUE,108
"271","Tate McRae","45dkTj5sMRSjrmBSBeiHym","female",17,"CA","['alt z', 'pop']",84,4297648,"spotify:artist:45dkTj5sMRSjrmBSBeiHym","3rUGC1vUpkDG9CZFHMur1t","greedy",14,0,6,"BG","2024-01-01",97,"True",131872,"greedy","2023-09-15",0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,1,TRUE,108
"272","V","3JsHnjpbhX4SnySpvpa9DK","mixed",0,"","['j-division', 'korean ost']",81,16408001,"spotify:artist:3JsHnjpbhX4SnySpvpa9DK","2N0SPREDYqILVEFSsWF5N5","Love Me Again",14,5,27,"MA","2024-01-01",89,"False",182293,"Layover","2023-08-11",0.633,0.607,0,-6.182,0,0.0532,0.183,0.00000138,0.167,0.363,74.029,4,FALSE,143
"273","Hanan Ben Ari","343YYaA5MSjiZZ5cGyTr4u","male",32,"","['israeli pop']",53,639845,"spotify:artist:343YYaA5MSjiZZ5cGyTr4u","6oTChqDVAXNxJrg57siTxB","עטלף עיוור",14,-1,28,"IL","2024-01-01",52,"False",229411,"יש כאן יותר מזה","2023-06-12",0.452,0.354,0,-8.386,0,0.0325,0.491,0,0.119,0.144,89.805,3,FALSE,203
"274","Nikos Oikonomopoulos","1MicVtcHS3vuNVCrd1un7s","male",0,"GR","['greek pop', 'laiko']",59,452552,"spotify:artist:1MicVtcHS3vuNVCrd1un7s","7axy7PVFNdKylwB5JEuPV6","Ekptotos Aggelos",14,0,-5,"GR","2024-01-01",67,"False",263015,"Ekptotos Aggelos","2023-11-17",0.703,0.764,9,-4.87,0,0.0323,0.207,0,0.116,0.533,121.971,4,TRUE,45
"275","Rochy RD","4riOEaOW5hCeqomFDBk0aP","",0,"","['dembow', 'rap dominicano', 'trap latino']",61,1141891,"spotify:artist:4riOEaOW5hCeqomFDBk0aP","0kjH0WcUn6hzQxbwW03vjq","Que La Choque",14,5,-3,"DO","2024-01-01",60,"False",125004,"Que La Choque","2023-10-01",0.71,0.544,5,-6.55,1,0.298,0.207,0,0.147,0.912,119.285,4,TRUE,92
"276","Jimin","1oSPZhvZMIrWW5I41kPkkY","female",29,"KR","['k-pop']",81,7006338,"spotify:artist:1oSPZhvZMIrWW5I41kPkkY","3k6q0O9JnO2GhvD6C8fs20","Closer Than This",14,1,14,"SG","2024-01-01",89,"False",223302,"Closer Than This","2023-12-22",0.716,0.54,0,-5.951,1,0.0381,0.389,0,0.0692,0.373,87.963,4,TRUE,10
"277","Dua Lipa","6M2wZ9GZgrQXHCFfjv46we","female",24,"GB","['dance pop', 'pop', 'uk pop']",85,42549278,"spotify:artist:6M2wZ9GZgrQXHCFfjv46we","1vYXt7VSjH9JIM5oRRo7vA","Dance The Night - From Barbie The Album",15,5,35,"IE","2024-01-01",90,"False",176579,"Dance The Night (From Barbie The Album)","2023-05-25",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4,FALSE,221
"278","Manuel Turizo","0tmwSHipWxN12fsoLcFU3B","male",0,"CO","['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",80,13433733,"spotify:artist:0tmwSHipWxN12fsoLcFU3B","3tt9i3Hhzq84dPS8H7iSiJ","La Bachata",15,-1,0,"CR","2024-01-01",83,"False",162637,"2000","2023-03-17",0.835,0.679,7,-5.329,0,0.0364,0.583,0.00000198,0.218,0.85,124.98,4,FALSE,290
"279","Taylor Swift","06HL4z0CvFAxyc27GXpf02","female",30,"US","['pop']",100,95859165,"spotify:artist:06HL4z0CvFAxyc27GXpf02","1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer",15,4,6,"TW","2024-01-01",96,"False",178426,"Lover","2019-08-23",0.552,0.702,9,-5.707,1,0.157,0.117,0.0000206,0.105,0.564,169.994,4,FALSE,1592
"280","Taylor Swift","06HL4z0CvFAxyc27GXpf02","female",30,"US","['pop']",100,95859165,"spotify:artist:06HL4z0CvFAxyc27GXpf02","1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer",15,2,13,"HK","2024-01-01",96,"False",178426,"Lover","2019-08-23",0.552,0.702,9,-5.707,1,0.157,0.117,0.0000206,0.105,0.564,169.994,4,FALSE,1592
"281","Rauw Alejandro","1mcTU81TzQhprhouKaTkpq","male",0,"PR","['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",86,19801456,"spotify:artist:1mcTU81TzQhprhouKaTkpq","2kz1YOhJiNubjigR1gB1VX","DILUVIO",15,2,4,"VE","2024-01-01",88,"True",197052,"PLAYA SATURNO","2023-07-07",0.845,0.795,9,-3.502,0,0.0681,0.343,0.0000178,0.224,0.681,94.969,4,FALSE,178
"282","Feid","2LRoIwlKmHjgvigdNGBHNo","male",27,"CO","['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",89,8720100,"spotify:artist:2LRoIwlKmHjgvigdNGBHNo","2CeKVsFFXG4QzA415QygGb","Feliz Cumpleaños Ferxxo",15,1,-3,"PE","2024-01-01",85,"False",155960,"FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","2022-09-14",0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,FALSE,474
"283","Miley Cyrus","5YGY8feqx7naU7z4HrwZM6","other",27,"","['pop']",83,22933561,"spotify:artist:5YGY8feqx7naU7z4HrwZM6","7DSAEUvxU8FajXtRloy8M0","Flowers",15,2,35,"CH","2024-01-01",91,"False",200600,"Endless Summer Vacation","2023-08-18",0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,4,FALSE,136
"284","The Killers","0C0XlULifJtAgn6ZNCW2eu","mixed",19,"US","['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",75,7197840,"spotify:artist:0C0XlULifJtAgn6ZNCW2eu","003vvx7Niy0yvhvHt4a68B","Mr. Brightside",15,-1,35,"GB","2024-01-01",86,"False",222973,"Hot Fuss","2004-01-01",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4,FALSE,7305
"285","OFFICIAL HIGE DANDISM","5Vo1hnCRmCM6M4thZCInCj","mixed",8,"JP","['anime', 'anime rock', 'j-pop']",70,6168392,"spotify:artist:5Vo1hnCRmCM6M4thZCInCj","1JrxwbZ9u0VNwemdcJwZNi","SOULSOUP",15,-2,6,"JP","2024-01-01",57,"False",314469,"SOULSOUP","2023-12-13",0.507,0.939,11,-4.299,0,0.0882,0.00104,0,0.279,0.618,144.046,4,TRUE,19
"286","Sabrina Carpenter","74KM79TiuVKeVCqs8QtB0B","female",21,"US","['pop']",79,6706197,"spotify:artist:74KM79TiuVKeVCqs8QtB0B","6dgUya35uo964z7GZXM07g","Nonsense",15,-2,18,"SG","2024-01-01",87,"False",163648,"emails i can't send","2022-07-15",0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,4,FALSE,535
"287","Dean Martin","49e4v89VmlDcFCMyDv9wQ9","male",78,"US","['adult standards', 'easy listening', 'lounge', 'vocal jazz']",78,1586663,"spotify:artist:49e4v89VmlDcFCMyDv9wQ9","2uFaJJtFpPDc5Pa95XzTvg","Let It Snow! Let It Snow! Let It Snow!",15,17,11,"UA","2024-01-01",95,"False",117146,"A Winter Romance","1959-01-01",0.451,0.24,1,-14.014,1,0.0351,0.912,0.00000245,0.175,0.701,134.009,4,FALSE,23741
"288","Carin Leon","66ihevNkSYNzRAl44dx6jJ","male",0,"MX","['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",85,9253777,"spotify:artist:66ihevNkSYNzRAl44dx6jJ","25OeKzcqakFPaJlXHPE5lm","Primera Cita",15,0,-1,"SV","2024-01-01",85,"False",186455,"Colmillo De Leche","2023-05-19",0.535,0.395,10,-7.805,1,0.0634,0.597,0.0000678,0.0969,0.488,157.795,3,FALSE,227
"289","Jung Kook","6HaGTQPmzraVmaVxvz6EUc","male",55,"GB","['k-pop']",89,11781452,"spotify:artist:6HaGTQPmzraVmaVxvz6EUc","2KslE17cAJNHTsI2MI0jb2","Standing Next to You",15,-1,10,"AE","2024-01-01",95,"False",206019,"GOLDEN","2023-11-03",0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4,FALSE,59
"290","Viktor Sheen","4cG43cUBRJWWDsRh4SW48i","",0,"","['czech drill', 'czech hip hop', 'czsk hip hop']",65,511953,"spotify:artist:4cG43cUBRJWWDsRh4SW48i","1BE9PBZnXNbc6xh8jdbC7i","Království",15,1,35,"CZ","2024-01-01",61,"True",190588,"Planeta opic","2023-10-13",0.804,0.518,10,-12.733,0,0.115,0.479,0,0.138,0.451,135.963,4,FALSE,80
"291","Ocean Alley","18lpwfiys4GtdHWNUu9qQr","mixed",0,"AU","['australian reggae fusion', 'australian surf rock']",66,497090,"spotify:artist:18lpwfiys4GtdHWNUu9qQr","7to68V64Cu6zk0UDo5tyw3","Confidence",15,-2,31,"AU","2024-01-01",81,"False",253076,"Chiaroscuro","2018-03-09",0.59,0.562,11,-9.607,0,0.0505,0.0637,0,0.105,0.561,140.835,4,FALSE,2124
"292","Bolaget","55ZGFvikpNjQHvtTWS5aZF","",0,"","['swedish eurodance', 'swedish pop']",59,107345,"spotify:artist:55ZGFvikpNjQHvtTWS5aZF","15vhsww4sVuzPOqN04DdBc","Farväl",15,0,35,"SE","2024-01-01",65,"False",158507,"Farväl","2023-09-13",0.621,0.533,2,-7.787,1,0.0843,0.351,0,0.121,0.576,133.74,4,TRUE,110
"293","Eyal Golan","54jZWpivOTllo1afYNSx5U","male",49,"IL","['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",57,805575,"spotify:artist:54jZWpivOTllo1afYNSx5U","5oi46p5BbFdvgI0bAeu1rX","עם ישראל חי",15,-1,1,"IL","2024-01-01",61,"False",210858,"עם ישראל חי","2023-10-19",0.66,0.582,5,-9.52,1,0.0331,0.67,0,0.166,0.479,105.036,4,TRUE,74
"294","Jimin","1oSPZhvZMIrWW5I41kPkkY","female",29,"KR","['k-pop']",81,7006338,"spotify:artist:1oSPZhvZMIrWW5I41kPkkY","3Ua0m0YmEjrMi9XErKcNiR","Like Crazy",15,0,-7,"SA","2024-01-01",91,"False",212241,"FACE","2023-03-24",0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,4,FALSE,283
"295","Jimin","1oSPZhvZMIrWW5I41kPkkY","female",29,"KR","['k-pop']",81,7006338,"spotify:artist:1oSPZhvZMIrWW5I41kPkkY","3Ua0m0YmEjrMi9XErKcNiR","Like Crazy",15,2,1,"HN","2024-01-01",91,"False",212241,"FACE","2023-03-24",0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,4,FALSE,283
"296","David Kushner","33NVpKoXjItPwUJTMZIOiY","mixed",12,"US","['gen z singer-songwriter']",75,1703549,"spotify:artist:33NVpKoXjItPwUJTMZIOiY","1odExI7RdWc4BT515LTAwj","Daylight",15,1,35,"NO","2024-01-01",92,"False",212953,"Daylight","2023-04-14",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4,TRUE,262
"297","Dua Lipa","6M2wZ9GZgrQXHCFfjv46we","female",24,"GB","['dance pop', 'pop', 'uk pop']",85,42549278,"spotify:artist:6M2wZ9GZgrQXHCFfjv46we","1vYXt7VSjH9JIM5oRRo7vA","Dance The Night - From Barbie The Album",16,6,34,"AU","2024-01-01",90,"False",176579,"Dance The Night (From Barbie The Album)","2023-05-25",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4,FALSE,221
"298","KAROL G","790FomKkXshlbRYZFtlgla","female",29,"CO","['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",88,42614177,"spotify:artist:790FomKkXshlbRYZFtlgla","505v13epFXodT9fVAJ6h8k","AMARGURA",16,-2,-4,"DO","2024-01-01",88,"True",170480,"MAÑANA SERÁ BONITO","2023-02-24",0.92,0.696,6,-3.356,0,0.0742,0.183,0,0.149,0.545,106.966,4,FALSE,311
"299","Myke Towers","7iK8PXO48WeuP03g8YR51W","male",26,"PR","['reggaeton', 'trap latino', 'urbano latino']",85,13527025,"spotify:artist:7iK8PXO48WeuP03g8YR51W","7ABLbnD53cQK00mhcaOUVG","LALA",16,-1,-1,"HN","2024-01-01",92,"True",197920,"LA VIDA ES UNA","2023-03-23",0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,4,FALSE,284
"300","Feid","2LRoIwlKmHjgvigdNGBHNo","male",27,"CO","['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",89,8720100,"spotify:artist:2LRoIwlKmHjgvigdNGBHNo","2CeKVsFFXG4QzA415QygGb","Feliz Cumpleaños Ferxxo",16,0,-1,"EC","2024-01-01",85,"False",155960,"FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","2022-09-14",0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,FALSE,474
"301","Feid","2LRoIwlKmHjgvigdNGBHNo","male",27,"CO","['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",89,8720100,"spotify:artist:2LRoIwlKmHjgvigdNGBHNo","0CYTGMBYkwUxrj1MWDLrC5","CHORRITO PA LAS ANIMAS",16,1,1,"CO","2024-01-01",82,"True",168133,"SIXDO","2022-12-02",0.743,0.831,8,-4.042,0,0.0584,0.114,0.0000643,0.35,0.609,95.975,4,FALSE,395
"302","Doja Cat","5cj0lLjcoR7YOSnhnX0Po5","female",24,"US","['dance pop', 'pop']",86,27692820,"spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","56y1jOTK0XSvJzVv9vHQBK","Paint The Town Red",16,-1,34,"EE","2024-01-01",86,"True",230480,"Scarlet","2023-09-20",0.864,0.556,2,-7.683,0,0.194,0.255,0.00000385,0.112,0.726,99.974,4,FALSE,103
