"","Name","ID","Gender","Age","Country","Genres","Popularity","Followers","URI","spotify_id","name","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","is_single","days_since_release"
"582","Darell","1TtXnWcUs0FCkaZDPGYHdf","male",0,"PR","['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",76,4171785,"spotify:artist:1TtXnWcUs0FCkaZDPGYHdf","3cDyocF0Ibdfs1SFQk5cLZ","Lollipop",27,3,-8,"PE","2024-01-01",88,"True",199946,"EVERYBODY GO TO THE DISCOTEK","2023-07-28",0.822,0.711,6,-4.943,1,0.0668,0.179,0.0000146,0.083,0.934,102.984,4,FALSE,157
"583","Marília Mendonça","1yR65psqiazQpeM79CcGh8","female",25,"BR","['arrocha', 'sertanejo', 'sertanejo universitario']",78,33794183,"spotify:artist:1yR65psqiazQpeM79CcGh8","53PpijFATt35Zxfl6LTxoK","Leão",27,-1,-1,"BR","2024-01-01",75,"False",166774,"Decretos Reais","2023-05-25",0.743,0.865,6,-3.897,1,0.0315,0.449,0.00000305,0.297,0.794,129.999,4,FALSE,221
"584","Harry Styles","6KImCVD70vtIoJWnq6nGn3","male",26,"GB","['pop']",83,30523224,"spotify:artist:6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e","As It Was",27,8,23,"CH","2024-01-01",92,"False",167303,"Harry's House","2022-05-20",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,FALSE,591
"585","Feid","2LRoIwlKmHjgvigdNGBHNo","male",27,"CO","['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",89,8720100,"spotify:artist:2LRoIwlKmHjgvigdNGBHNo","0T2pB7P1VdXPhLdQZ488uH","Normal",27,0,-2,"EC","2024-01-01",82,"True",171880,"FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","2022-09-14",0.709,0.56,4,-4.867,0,0.171,0.034,0,0.315,0.541,170.082,4,FALSE,474
"586","Feid","2LRoIwlKmHjgvigdNGBHNo","male",27,"CO","['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",89,8720100,"spotify:artist:2LRoIwlKmHjgvigdNGBHNo","2CeKVsFFXG4QzA415QygGb","Feliz Cumpleaños Ferxxo",27,-5,-5,"CR","2024-01-01",85,"False",155960,"FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","2022-09-14",0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,FALSE,474
"587","Miley Cyrus","5YGY8feqx7naU7z4HrwZM6","other",27,"","['pop']",83,22933561,"spotify:artist:5YGY8feqx7naU7z4HrwZM6","7DSAEUvxU8FajXtRloy8M0","Flowers",27,4,23,"AU","2024-01-01",91,"False",200600,"Endless Summer Vacation","2023-08-18",0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,4,FALSE,136
"588","Arctic Monkeys","7Ln80lUS6He07XvHI8qqHH","mixed",18,"GB","['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",84,22763289,"spotify:artist:7Ln80lUS6He07XvHI8qqHH","5XeFesFbtLpXzIVDNQP22n","I Wanna Be Yours",27,-4,0,"UA","2024-01-01",93,"False",183956,"AM","2013-09-09",0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,FALSE,3766
"589","Sabrina Carpenter","74KM79TiuVKeVCqs8QtB0B","female",21,"US","['pop']",79,6706197,"spotify:artist:74KM79TiuVKeVCqs8QtB0B","6dgUya35uo964z7GZXM07g","Nonsense",27,0,9,"MY","2024-01-01",87,"False",163648,"emails i can't send","2022-07-15",0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,4,FALSE,535
"590","Natanael Cano","0elWFr7TW8piilVRYJUe4P","male",0,"","['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",85,9905762,"spotify:artist:0elWFr7TW8piilVRYJUe4P","4t46soaqA758rbukTO5pp1","Mi Bello Angel",27,0,0,"MX","2024-01-01",85,"True",188666,"Nata Montana","2023-06-30",0.807,0.665,9,-6.961,0,0.0497,0.0185,0,0.118,0.864,127.909,3,FALSE,185
"591","Emir Can İğrek","4XP7cGw4t8BqZ8Du5q3bHg","male",0,"","['turkish alt pop', 'turkish rock']",67,2605672,"spotify:artist:4XP7cGw4t8BqZ8Du5q3bHg","6tHhAUAMwUwlEGpAVq1jlX","Can Dostum",27,-3,-4,"TR","2024-01-01",74,"False",147510,"Parti İptal","2023-06-02",0.544,0.517,4,-11.557,0,0.057,0.128,0.00000928,0.157,0.384,93.92,5,FALSE,213
"592","KeBlack","7x3eTVPlBiPjXHn3qotY86","male",0,"","['french hip hop', 'pop urbaine', 'r&b francais']",63,1201616,"spotify:artist:7x3eTVPlBiPjXHn3qotY86","2ImdwbujxKFxN1UxEvf2dD","LAISSE MOI",27,4,23,"LU","2024-01-01",78,"True",168620,"LAISSE MOI","2023-09-08",0.765,0.717,10,-7.877,0,0.349,0.456,0.0000101,0.126,0.695,120.025,4,TRUE,115
"593","Tego Calderón","3SUT1jjM5hzZj9TLfLZGIP","male",48,"PR","['latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'urbano latino']",69,4538785,"spotify:artist:3SUT1jjM5hzZj9TLfLZGIP","5YJ4BVvTFmVCxUyhKejHfR","Pa' Que Retozen",27,0,-1,"SV","2024-01-01",81,"True",151666,"El Abayarde","2003-07-01",0.815,0.856,1,-3.825,0,0.122,0.4,0.0000834,0.244,0.872,91.995,4,FALSE,7489
"594","Tego Calderón","3SUT1jjM5hzZj9TLfLZGIP","male",48,"PR","['latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'urbano latino']",69,4538785,"spotify:artist:3SUT1jjM5hzZj9TLfLZGIP","5YJ4BVvTFmVCxUyhKejHfR","Pa' Que Retozen",27,2,-2,"NI","2024-01-01",81,"True",151666,"El Abayarde","2003-07-01",0.815,0.856,1,-3.825,0,0.122,0.4,0.0000834,0.244,0.872,91.995,4,FALSE,7489
"595","Tate McRae","45dkTj5sMRSjrmBSBeiHym","female",17,"CA","['alt z', 'pop']",84,4297648,"spotify:artist:45dkTj5sMRSjrmBSBeiHym","3rUGC1vUpkDG9CZFHMur1t","greedy",27,-2,12,"HK","2024-01-01",97,"True",131872,"greedy","2023-09-15",0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,1,TRUE,108
"596","V","3JsHnjpbhX4SnySpvpa9DK","mixed",0,"","['j-division', 'korean ost']",81,16408001,"spotify:artist:3JsHnjpbhX4SnySpvpa9DK","5ydjxBSUIDn26MFzU3asP4","Rainy Days",27,0,8,"KR","2024-01-01",80,"False",179560,"Layover","2023-08-11",0.633,0.454,9,-8.016,0,0.0875,0.739,0,0.148,0.282,74.828,4,FALSE,143
"597","Albin Lee Meldau","1AdKbbV5v6ifuJertEjNeK","male",32,"","['classic swedish pop', 'swedish pop', 'swedish singer-songwriter']",57,124372,"spotify:artist:1AdKbbV5v6ifuJertEjNeK","5LDi79YkHmZ1vRLMlyNlNH","Josefin",27,-1,23,"SE","2024-01-01",38,"False",221217,"Josefin","2023-04-23",0.514,0.453,4,-10.115,0,0.0309,0.835,0.051,0.161,0.475,81.121,1,TRUE,253
"598","Kiko Rivera","0HSGpDMeXaEmH5aUIHjnBF","",0,"","['electro bailando', 'electro latino']",58,103609,"spotify:artist:0HSGpDMeXaEmH5aUIHjnBF","51QmqegeWI2orK2mzDfnIH","El Mambo",27,3,6,"ES","2024-01-01",76,"False",129845,"El Mambo","2023-07-13",0.884,0.718,1,-4.976,0,0.0763,0.0406,0.0000469,0.287,0.729,139.991,4,TRUE,172
"599","Ravid Plotnik","2JQK9mzxqKz16lSgICHDTx","male",32,"","['israeli hip hop', 'israeli trap']",53,295481,"spotify:artist:2JQK9mzxqKz16lSgICHDTx","1saT4tObMScARIwT4wTv0W","נתראה בגלגול הבא",27,7,9,"IL","2024-01-01",55,"False",213720,"ועכשיו לחלק האומנותי","2019-06-30",0.511,0.396,6,-13.945,0,0.0389,0.184,0.51,0.68,0.197,111.506,3,FALSE,1646
"600","Shi Shi","4XKp9GFAQfsh2NflSRnHQi","",0,"","['mandopop', 'taiwan pop']",51,164778,"spotify:artist:4XKp9GFAQfsh2NflSRnHQi","0USeB0Tykai3QZj5YAUclG","眼淚記得你 - 電影《想見你》主題曲",27,1,3,"TW","2024-01-01",64,"False",244106,"眼淚記得你","2022-12-23",0.37,0.322,7,-9.137,1,0.0466,0.666,0,0.11,0.0966,129.865,4,FALSE,374
"601","Tani Yuuki","0B1ce3uNrzkdm76NXI4mhX","",0,"","['j-pop', 'japanese teen pop']",60,478792,"spotify:artist:0B1ce3uNrzkdm76NXI4mhX","3cBghvTcQNDNkW98Y4eGaP","W / X / Y",27,3,12,"JP","2024-01-01",55,"False",278118,"Memories","2021-12-08",0.628,0.775,2,-4.479,1,0.0535,0.159,0,0.33,0.674,106.382,3,FALSE,754
"602","Laddi","0PpNdAPMwg8OJTiNDYBDFp","male",73,"IS","['classic icelandic pop', 'icelandic pop']",33,4824,"spotify:artist:0PpNdAPMwg8OJTiNDYBDFp","0YNjSwEcA9mZjyVqHppnMX","Snjókorn falla",27,-7,-26,"IS","2024-01-01",49,"False",201688,"Jóla hvað?","2007-01-01",0.824,0.621,9,-6.975,1,0.031,0.483,0.0000012,0.112,0.909,102.181,4,FALSE,6209
"603","David Kushner","33NVpKoXjItPwUJTMZIOiY","mixed",12,"US","['gen z singer-songwriter']",75,1703549,"spotify:artist:33NVpKoXjItPwUJTMZIOiY","1odExI7RdWc4BT515LTAwj","Daylight",27,-2,23,"CA","2024-01-01",92,"False",212953,"Daylight","2023-04-14",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4,TRUE,262
"604","Travis Scott","0Y5tJX1MQlPlqiwlOH1tJY","male",28,"US","['hip hop', 'rap', 'slap house']",90,25672786,"spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","4kjI1gwQZRKNDkw1nI475M","MY EYES",28,0,22,"SK","2024-01-01",86,"True",251249,"UTOPIA","2023-07-28",0.455,0.621,0,-7.694,0,0.0517,0.651,0.00000259,0.123,0.28,119.043,4,FALSE,157
"605","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH","female",18,"US","['art pop', 'pop']",86,89957369,"spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","6wf7Yu7cxBSPrRlWeSeK0Q","What Was I Made For? [From The Motion Picture ""Barbie""]",28,-2,22,"BE","2024-01-01",91,"False",222369,"What Was I Made For? [From The Motion Picture ""Barbie""]","2023-07-13",0.444,0.0911,0,-17.665,1,0.0307,0.959,0.00000105,0.098,0.142,78.403,4,TRUE,172
"606","Manuel Turizo","0tmwSHipWxN12fsoLcFU3B","male",0,"CO","['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",80,13433733,"spotify:artist:0tmwSHipWxN12fsoLcFU3B","3tt9i3Hhzq84dPS8H7iSiJ","La Bachata",28,3,7,"ES","2024-01-01",83,"False",162637,"2000","2023-03-17",0.835,0.679,7,-5.329,0,0.0364,0.583,0.00000198,0.218,0.85,124.98,4,FALSE,290
"607","Taylor Swift","06HL4z0CvFAxyc27GXpf02","female",30,"US","['pop']",100,95859165,"spotify:artist:06HL4z0CvFAxyc27GXpf02","1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer",28,0,0,"TH","2024-01-01",96,"False",178426,"Lover","2019-08-23",0.552,0.702,9,-5.707,1,0.157,0.117,0.0000206,0.105,0.564,169.994,4,FALSE,1592
"608","Taylor Swift","06HL4z0CvFAxyc27GXpf02","female",30,"US","['pop']",100,95859165,"spotify:artist:06HL4z0CvFAxyc27GXpf02","1Iq8oo9XkmmvCQiGOfORiz","Is It Over Now? (Taylor's Version) (From The Vault)",28,-2,22,"CA","2024-01-01",91,"False",229477,"1989 (Taylor's Version)","2023-10-26",0.596,0.658,0,-7.346,1,0.036,0.0504,0,0.127,0.176,100.012,4,FALSE,67
"609","Taylor Swift","06HL4z0CvFAxyc27GXpf02","female",30,"US","['pop']",100,95859165,"spotify:artist:06HL4z0CvFAxyc27GXpf02","1Iq8oo9XkmmvCQiGOfORiz","Is It Over Now? (Taylor's Version) (From The Vault)",28,-4,22,"AU","2024-01-01",91,"False",229477,"1989 (Taylor's Version)","2023-10-26",0.596,0.658,0,-7.346,1,0.036,0.0504,0,0.127,0.176,100.012,4,FALSE,67
"610","Harry Styles","6KImCVD70vtIoJWnq6nGn3","male",26,"GB","['pop']",83,30523224,"spotify:artist:6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e","As It Was",28,2,22,"","2024-01-01",92,"False",167303,"Harry's House","2022-05-20",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,FALSE,591
"611","Myke Towers","7iK8PXO48WeuP03g8YR51W","male",26,"PR","['reggaeton', 'trap latino', 'urbano latino']",85,13527025,"spotify:artist:7iK8PXO48WeuP03g8YR51W","7iUtQNMRB8ZkKC4AmEuCJC","LA FALDA",28,2,8,"EC","2024-01-01",85,"True",174229,"LVEU: VIVE LA TUYA...NO LA MIA","2023-11-23",0.8,0.738,7,-4.26,1,0.0691,0.372,0.00877,0.19,0.267,103.008,4,FALSE,39
"612","Feid","2LRoIwlKmHjgvigdNGBHNo","male",27,"CO","['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",89,8720100,"spotify:artist:2LRoIwlKmHjgvigdNGBHNo","0T2pB7P1VdXPhLdQZ488uH","Normal",28,-1,-1,"PY","2024-01-01",82,"True",171880,"FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","2022-09-14",0.709,0.56,4,-4.867,0,0.171,0.034,0,0.315,0.541,170.082,4,FALSE,474
"613","Feid","2LRoIwlKmHjgvigdNGBHNo","male",27,"CO","['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",89,8720100,"spotify:artist:2LRoIwlKmHjgvigdNGBHNo","2CeKVsFFXG4QzA415QygGb","Feliz Cumpleaños Ferxxo",28,0,-1,"PA","2024-01-01",85,"False",155960,"FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","2022-09-14",0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,FALSE,474
"614","Don Omar","33ScadVnbm2X8kkUqOkC6Z","male",42,"PR","['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",80,10714513,"spotify:artist:33ScadVnbm2X8kkUqOkC6Z","69Ej1xrGjOcHvIMtMKxK0G","Dile",28,2,0,"HN","2024-01-01",82,"False",204600,"The Last Don","2003-01-01",0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,4,FALSE,7670
"615","Tulus","2iDVt6mFbtbDEZG5ax0dTi","mixed",29,"NO","['indonesian jazz', 'indonesian pop', 'indonesian singer-songwriter']",73,13971038,"spotify:artist:2iDVt6mFbtbDEZG5ax0dTi","32Pdf9eyXDEMoClEJW6yYP","Interaksi",28,-2,0,"ID","2024-01-01",78,"False",170000,"Manusia","2022-03-03",0.464,0.344,9,-8.302,1,0.033,0.778,0.00000123,0.132,0.751,177.713,4,FALSE,669
"616","JENNIE","250b0Wlc5Vk0CoUsaCY84M","",0,"FI","['k-pop']",76,4845742,"spotify:artist:250b0Wlc5Vk0CoUsaCY84M","6gcuJpHu0Ey30D5WR76y98","You & Me",28,-3,19,"SG","2024-01-01",78,"False",179164,"JENNIE Special Single [You & Me]","2023-10-06",0.787,0.573,9,-6.197,1,0.0606,0.0147,0.0000172,0.0926,0.575,111.996,4,FALSE,87
"617","Noah Kahan","2RQXRUsr4IW1f3mKyKsy4B","male",23,"US","['pov: indie']",83,1747686,"spotify:artist:2RQXRUsr4IW1f3mKyKsy4B","4nHJcUtNSUVjXRnjdP29Bk","You’re Gonna Go Far",28,4,22,"IE","2024-01-01",80,"True",286369,"Stick Season (We'll All Be Here Forever)","2023-06-09",0.59,0.36,7,-9.643,1,0.0301,0.599,0,0.112,0.379,169.909,4,FALSE,206
"618","Tom Odell","2txHhyCwHjUEpJjWrEyqyX","male",29,"GB","['chill pop']",75,3612939,"spotify:artist:2txHhyCwHjUEpJjWrEyqyX","3JvKfv6T31zO0ini8iNItO","Another Love",28,0,22,"LU","2024-01-01",89,"True",244360,"Long Way Down (Deluxe)","2013-06-24",0.445,0.537,4,-8.532,0,0.04,0.695,0.0000165,0.0944,0.131,122.769,4,FALSE,3843
"619","Calin","5lEkQtWa3UKlI1hj7sktcd","female",0,"JP","['czech pop', 'czsk emo rap', 'czsk hip hop']",61,440561,"spotify:artist:5lEkQtWa3UKlI1hj7sktcd","4ToxkJ4VvWs026R3QfHDI3","Santé",28,-1,22,"CZ","2024-01-01",58,"True",114000,"Santé","2022-09-30",0.604,0.649,2,-8.458,0,0.0524,0.4,0.273,0.186,0.273,120.111,4,TRUE,458
"620","Tate McRae","45dkTj5sMRSjrmBSBeiHym","female",17,"CA","['alt z', 'pop']",84,4297648,"spotify:artist:45dkTj5sMRSjrmBSBeiHym","4E63weMCaNZuGPEFMnuEi8","exes",28,-6,22,"GB","2024-01-01",81,"True",159400,"THINK LATER","2023-12-08",0.821,0.575,5,-6.57,0,0.0589,0.173,0.000242,0.114,0.611,136.962,4,FALSE,24
"621","nublu","2cNMMulo6S2a0tHrwX2s6i","male",0,"EE","['estonian pop']",44,60240,"spotify:artist:2cNMMulo6S2a0tHrwX2s6i","71xR5xqbuaMbxlrChk07g9","duubel5-v2.mp3",28,-2,22,"EE","2024-01-01",42,"True",144677,"duubel5-v2.mp3","2023-05-26",0.807,0.755,10,-7.255,0,0.0887,0.291,0.0429,0.15,0.913,102.003,4,TRUE,220
"622","Loreen","49aaHxvAJ0tCh0F15OnwIl","female",36,"SE","['europop']",69,1025376,"spotify:artist:49aaHxvAJ0tCh0F15OnwIl","1DmW5Ep6ywYwxc2HMT5BG6","Tattoo",28,-1,22,"CH","2024-01-01",86,"False",183374,"Tattoo","2023-02-25",0.545,0.779,3,-6.235,0,0.0751,0.243,0.00000166,0.123,0.303,150.002,4,TRUE,310
"623","Inkonnu","7ggM69yllqpMykcU8Tror4","male",0,"DE","['arabic hip hop', 'rap maroc']",52,1149321,"spotify:artist:7ggM69yllqpMykcU8Tror4","2RdFjBnr4vPvUDHoYhzeDs","SOUVENIRS",28,-4,-3,"MA","2024-01-01",55,"True",185514,"SOUVENIRS","2023-12-11",0.761,0.339,0,-15.695,1,0.151,0.573,0.00000294,0.0849,0.517,91.999,4,TRUE,21
"624","David Kushner","33NVpKoXjItPwUJTMZIOiY","mixed",12,"US","['gen z singer-songwriter']",75,1703549,"spotify:artist:33NVpKoXjItPwUJTMZIOiY","1odExI7RdWc4BT515LTAwj","Daylight",28,-1,-2,"SA","2024-01-01",92,"False",212953,"Daylight","2023-04-14",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4,TRUE,262
"625","David Kushner","33NVpKoXjItPwUJTMZIOiY","mixed",12,"US","['gen z singer-songwriter']",75,1703549,"spotify:artist:33NVpKoXjItPwUJTMZIOiY","1odExI7RdWc4BT515LTAwj","Daylight",28,-3,22,"LT","2024-01-01",92,"False",212953,"Daylight","2023-04-14",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4,TRUE,262
"626","Bad Bunny","4q3ewBCX7sLwd24euuV69X","male",26,"PR","['reggaeton', 'trap latino', 'urbano latino']",95,77931484,"spotify:artist:4q3ewBCX7sLwd24euuV69X","4MjDJD8cW7iVeWInc2Bdyj","MONACO",29,-5,-4,"PY","2024-01-01",93,"True",267194,"nadie sabe lo que va a pasar mañana","2023-10-13",0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,4,FALSE,80
"627","Justin Bieber","1uNFoZAHBGtllmzznpCI3s","male",26,"CA","['canadian pop', 'pop']",88,75112165,"spotify:artist:1uNFoZAHBGtllmzznpCI3s","6I3mqTwhRpn34SLVafSH7G","Ghost",29,1,9,"MY","2024-01-01",86,"False",153190,"Justice","2021-03-19",0.601,0.741,2,-5.569,1,0.0478,0.185,0.0000291,0.415,0.441,153.96,4,FALSE,1018
"628","Travis Scott","0Y5tJX1MQlPlqiwlOH1tJY","male",28,"US","['hip hop', 'rap', 'slap house']",90,25672786,"spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","4kjI1gwQZRKNDkw1nI475M","MY EYES",29,-2,21,"LV","2024-01-01",86,"True",251249,"UTOPIA","2023-07-28",0.455,0.621,0,-7.694,0,0.0517,0.651,0.00000259,0.123,0.28,119.043,4,FALSE,157
"629","KAROL G","790FomKkXshlbRYZFtlgla","female",29,"CO","['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",88,42614177,"spotify:artist:790FomKkXshlbRYZFtlgla","4gJfPoMIcSDGY0tMGxm6Fu","OKI DOKI",29,2,-3,"CO","2024-01-01",77,"True",143789,"MAÑANA SERÁ BONITO (BICHOTA SEASON)","2023-08-10",0.843,0.728,2,-4.207,0,0.0552,0.202,0.000219,0.313,0.581,106.015,4,FALSE,144
"630","J. Cole","6l3HvQ5sa6mXTsMTB19rO5","male",35,"US","['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",85,22235668,"spotify:artist:6l3HvQ5sa6mXTsMTB19rO5","68Dni7IE4VyPkTOH9mRWHr","No Role Modelz",29,-1,21,"US","2024-01-01",88,"True",292799,"2014 Forest Hills Drive","2014-12-09",0.69,0.521,10,-8.492,0,0.339,0.324,0,0.0534,0.494,100.028,4,FALSE,3310
"631","Chris Brown","7bXgB6jMjp9ATFy66eO08Z","male",31,"US","['r&b', 'rap']",86,21064273,"spotify:artist:7bXgB6jMjp9ATFy66eO08Z","3XqM8hLCEYlbnFjoWwqtFv","Angel Numbers / Ten Toes",29,0,21,"DE","2024-01-01",84,"True",306847,"11:11","2023-11-10",0.406,0.5,4,-8.452,0,0.0501,0.192,0,0.175,0.0905,157.984,4,FALSE,52
"632","Harry Styles","6KImCVD70vtIoJWnq6nGn3","male",26,"GB","['pop']",83,30523224,"spotify:artist:6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e","As It Was",29,4,21,"BE","2024-01-01",92,"False",167303,"Harry's House","2022-05-20",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,FALSE,591
"633","Gunna","2hlmm7s2ICUX0LVIhVFlZQ","male",27,"US","['atl hip hop', 'melodic rap', 'rap', 'trap']",83,6377463,"spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ","4rXLjWdF2ZZpXCVTfWcshS","fukumean",29,-2,21,"EE","2024-01-01",90,"True",125040,"a Gift & a Curse","2023-06-16",0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,4,FALSE,199
"634","Gunna","2hlmm7s2ICUX0LVIhVFlZQ","male",27,"US","['atl hip hop', 'melodic rap', 'rap', 'trap']",83,6377463,"spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ","4rXLjWdF2ZZpXCVTfWcshS","fukumean",29,-2,16,"BG","2024-01-01",90,"True",125040,"a Gift & a Curse","2023-06-16",0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,4,FALSE,199
"635","Doja Cat","5cj0lLjcoR7YOSnhnX0Po5","female",24,"US","['dance pop', 'pop']",86,27692820,"spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","56y1jOTK0XSvJzVv9vHQBK","Paint The Town Red",29,6,21,"NO","2024-01-01",86,"True",230480,"Scarlet","2023-09-20",0.864,0.556,2,-7.683,0,0.194,0.255,0.00000385,0.112,0.726,99.974,4,FALSE,103
"636","Arctic Monkeys","7Ln80lUS6He07XvHI8qqHH","mixed",18,"GB","['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",84,22763289,"spotify:artist:7Ln80lUS6He07XvHI8qqHH","5XeFesFbtLpXzIVDNQP22n","I Wanna Be Yours",29,2,21,"GB","2024-01-01",93,"False",183956,"AM","2013-09-09",0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,FALSE,3766
"637","King Gnu","6wxfx1yhyqjCPYwwxJktR2","mixed",3,"JP","['j-pop', 'j-rock']",73,3100880,"spotify:artist:6wxfx1yhyqjCPYwwxJktR2","0J0P8iSE6l3pYHbUdNFYdS","カメレオン",29,-1,-3,"JP","2024-01-01",73,"False",193990,"カメレオン","2022-02-28",0.628,0.533,0,-7.235,1,0.0417,0.643,0,0.0733,0.459,79.953,4,TRUE,672
"638","Olivia Rodrigo","1McMsnEElThX1knmY4oliG","female",17,"US","['pop']",87,30797655,"spotify:artist:1McMsnEElThX1knmY4oliG","1kuGVB7EU95pJObxwvfwKS","vampire",29,-3,12,"AE","2024-01-01",92,"True",219724,"GUTS","2023-09-08",0.511,0.532,5,-5.745,1,0.0578,0.177,0,0.291,0.35,138.005,4,FALSE,115
"639","BEHM","3bAa4FKwIgwWYHdaUJicmE","female",0,"FI","['finnish dance pop', 'finnish pop']",53,94048,"spotify:artist:3bAa4FKwIgwWYHdaUJicmE","558Lsb6twiXsgxhaHxyEoh","Syntymäpäivä! (Vielä KRRAN jee)",29,2,21,"FI","2024-01-01",60,"False",186282,"Merkittävät erot","2023-09-22",0.803,0.579,1,-8.988,1,0.0331,0.165,0,0.0772,0.885,126.025,4,FALSE,101
"640","Holden","3XTUciJcdix4GkO9YoBdtP","mixed",23,"FR","['italian pop', 'pop virale italiano']",54,118620,"spotify:artist:3XTUciJcdix4GkO9YoBdtP","305DlkOzRc0TYoKQr00Kud","NUVOLA",29,-4,1,"IT","2024-01-01",69,"False",169483,"NUVOLA","2023-12-12",0.476,0.533,0,-7.15,1,0.0473,0.0585,0,0.204,0.479,156.055,4,TRUE,20
"641","ICEKIID","3RYYha3CC7js2PHbcBHewt","male",0,"DK","['danish hip hop', 'danish pop']",53,86116,"spotify:artist:3RYYha3CC7js2PHbcBHewt","0GFJI3tJuE9S3su4H8Co2G","Je Ka Jo",29,-3,21,"DK","2024-01-01",60,"True",178556,"Je Ka Jo","2023-09-29",0.868,0.741,8,-4.448,0,0.0983,0.168,0.00000431,0.0894,0.89,112.044,4,TRUE,94
"642","L.A.B.","3eAOH2az3fQIfX2UAw0FfC","mixed",23,"FI","['nz reggae']",56,251838,"spotify:artist:3eAOH2az3fQIfX2UAw0FfC","2xHZ0R5LYEbD18FOTjO7dO","Take It Away",29,4,21,"NZ","2024-01-01",59,"False",212280,"Take It Away","2022-12-09",0.737,0.746,7,-7.973,0,0.109,0.181,0.00021,0.121,0.9,78.051,4,TRUE,388
"643","V","3JsHnjpbhX4SnySpvpa9DK","mixed",0,"","['j-division', 'korean ost']",81,16408001,"spotify:artist:3JsHnjpbhX4SnySpvpa9DK","2N0SPREDYqILVEFSsWF5N5","Love Me Again",29,6,21,"","2024-01-01",89,"False",182293,"Layover","2023-08-11",0.633,0.607,0,-6.182,0,0.0532,0.183,0.00000138,0.167,0.363,74.029,4,FALSE,143
